Query_number,doc_number
425505,172624
425505,383529
425505,438979
425505,275288
425505,221453
425505,78340
425505,92418
425505,231980
425505,43149
481387,327746
481387,419936
481387,435756
481387,52350
481387,171862
481387,301551
481387,201592
481387,425291
481387,101277
481387,404907
266920,255850
266920,373275
266920,469579
266920,144242
266920,2382
266920,232505
266920,42010
266920,34753
266920,423208
266920,283502
1095807,113558
1095807,288268
1095807,247439
1095807,337931
1095807,247221
1095807,392525
1095807,249399
1095807,396222
1095807,401994
1095807,14698
1095806,417211
1095806,68337
1095806,294842
1095806,289837
1095806,233054
1095806,323791
1095806,64336
1095806,119632
1095806,452420
1095806,142546
173391,349456
173391,203561
173391,212845
173391,436643
173391,247101
173391,236122
173391,266133
173391,108748
173391,123995
173391,112151
451609,39534
451609,475360
451609,97896
451609,182463
451609,246814
451609,231241
451609,92521
451609,281875
451609,191849
451609,274152
574547,252401
574547,351336
574547,29723
574547,11379
574547,224538
574547,495221
574547,252419
574547,355913
574547,437448
574547,467904
1095798,115671
1095798,236344
1095798,268480
1095798,145869
1095798,139253
1095798,2836
1095798,16268
1095798,445449
1095798,318576
1095798,389765
392195,113483
392195,89210
392195,441572
392195,86793
392195,371307
392195,55795
392195,449261
392195,69317
392195,47060
392195,475361
544319,185286
544319,368640
544319,49274
544319,262140
544319,303107
544319,130218
544319,46418
544319,258532
544319,79956
544319,362188
742988,16983
742988,250379
742988,434254
742988,145549
742988,385116
742988,361602
742988,303286
742988,364070
742988,165916
742988,202410
552868,400100
552868,330016
552868,331138
552868,501670
552868,437984
552868,221083
552868,426593
552868,208027
552868,364660
552868,403171
435412,282035
435412,96408
435412,264356
435412,244766
435412,282413
435412,392555
435412,501155
435412,448438
435412,216384
435412,363117
163038,176245
163038,198438
163038,203873
163038,117564
163038,75638
163038,56118
163038,285836
163038,15357
163038,54647
163038,158188
447340,113408
447340,396735
447340,356793
447340,73958
447340,433062
447340,315125
447340,216028
447340,344265
447340,217580
447340,247851
585378,322847
585378,394864
585378,351099
585378,494565
585378,452992
585378,230620
585378,337748
585378,437118
585378,136346
585378,115232
272815,100922
272815,400105
272815,53296
272815,290735
272815,287493
272815,500654
272815,218991
272815,33552
272815,322185
272815,209683
172608,395465
172608,67739
172608,63716
172608,495708
172608,139848
172608,441509
172608,38952
172608,382270
172608,438167
172608,338178
740624,432675
740624,415770
740624,276656
740624,326815
740624,411741
740624,152214
740624,366966
740624,429960
740624,174901
740624,59752
129205,23770
129205,23999
129205,335425
129205,474857
129205,256634
129205,494926
129205,328583
129205,211760
129205,88903
129205,340523
436602,102296
436602,254842
436602,229220
436602,499723
436602,408604
436602,232383
436602,493991
436602,164785
436602,442571
436602,356798
733510,316631
733510,399607
733510,272457
733510,297835
733510,311052
733510,369046
733510,238841
733510,76951
733510,367003
733510,162291
507087,289583
507087,200395
507087,169554
507087,431407
507087,227121
507087,172478
507087,485510
507087,176443
507087,434038
507087,91196
508855,484929
508855,105658
508855,258592
508855,991
508855,472118
508855,97457
508855,237160
508855,116887
508855,48444
508855,150232
1095749,494214
1095749,451521
1095749,406267
1095749,257140
1095749,347100
1095749,331470
1095749,63339
1095749,60519
1095749,412047
1095749,465194
299732,151758
299732,26697
299732,156266
299732,425251
299732,312712
299732,450979
299732,89688
299732,161127
299732,53765
299732,194725
108037,364118
108037,243406
108037,75939
108037,77799
108037,364371
108037,223158
108037,413106
108037,138021
108037,272523
108037,123518
662524,276523
662524,485721
662524,304254
662524,305185
662524,178536
662524,137564
662524,365128
662524,280411
662524,344597
662524,498112
730278,281999
730278,220469
730278,385390
730278,359497
730278,117169
730278,218683
730278,300060
730278,8747
730278,254873
730278,294020
405036,200557
405036,321792
405036,356271
405036,415758
405036,104839
405036,1072
405036,253308
405036,21247
405036,488823
405036,348449
59392,346251
59392,360756
59392,497318
59392,39776
59392,269543
59392,171022
59392,232002
59392,143921
59392,63039
59392,161933
717563,8842
717563,62523
717563,14450
717563,157654
717563,212166
717563,458279
717563,487274
717563,424152
717563,454464
717563,256380
117113,196233
117113,375657
117113,470201
117113,30212
117113,395256
117113,394553
117113,488693
117113,494951
117113,388686
117113,307834
1095725,466398
1095725,331797
1095725,19663
1095725,390422
1095725,77060
1095725,187760
1095725,54587
1095725,3735
1095725,420784
1095725,404510
649893,294825
649893,417111
649893,433032
649893,322074
649893,379800
649893,180813
649893,325193
649893,397478
649893,100169
649893,406480
522076,347801
522076,408629
522076,243435
522076,328470
522076,296138
522076,334612
522076,203671
522076,332372
522076,464084
522076,349360
420400,181652
420400,408074
420400,359033
420400,82336
420400,467226
420400,171558
420400,19804
420400,25530
420400,295118
420400,337117
1095716,339800
1095716,109059
1095716,41291
1095716,58666
1095716,92461
1095716,281880
1095716,96835
1095716,299651
1095716,55575
1095716,26671
393268,338654
393268,177355
393268,240646
393268,295749
393268,67716
393268,186097
393268,200786
393268,225307
393268,143685
393268,6537
1095711,119210
1095711,414492
1095711,123185
1095711,439808
1095711,48315
1095711,462668
1095711,448210
1095711,302838
1095711,68539
1095711,268504
426214,62525
426214,269543
426214,348705
426214,124609
426214,497318
426214,176130
426214,424125
426214,171022
426214,61068
426214,172529
1095704,70304
1095704,239621
1095704,140423
1095704,374729
1095704,293320
1095704,51084
1095704,317352
1095704,46285
1095704,107631
1095704,335929
418165,340228
418165,83013
418165,31111
418165,285153
418165,446689
418165,41844
418165,454562
418165,469056
418165,146951
418165,301552
662016,489760
662016,59446
662016,439693
662016,287631
662016,364689
662016,331467
662016,166260
662016,209872
662016,384667
662016,405060
1095699,414942
1095699,231834
1095699,269615
1095699,5732
1095699,139305
1095699,292707
1095699,442232
1095699,342540
1095699,126692
1095699,6223
510229,37086
510229,350309
510229,346937
510229,54041
510229,223262
510229,253684
510229,271559
510229,194843
510229,67747
510229,311132
575146,164279
575146,497592
575146,486882
575146,33330
575146,72384
575146,175062
575146,103224
575146,436681
575146,104268
575146,45117
758909,279042
758909,251532
758909,150303
758909,102625
758909,226953
758909,424809
758909,6804
758909,15703
758909,139065
758909,290513
249618,500222
249618,175717
249618,395076
249618,91784
249618,476033
249618,214277
249618,261731
249618,163860
249618,277625
249618,412326
645252,295830
645252,437630
645252,235507
645252,319832
645252,334680
645252,64466
645252,348288
645252,259935
645252,128931
645252,223851
1095687,413488
1095687,228503
1095687,389961
1095687,295036
1095687,431158
1095687,57449
1095687,461892
1095687,209491
1095687,31724
1095687,296636
249866,70561
249866,53294
249866,99409
249866,436016
249866,303942
249866,184080
249866,364102
249866,93739
249866,421560
249866,370716
408427,158365
408427,215650
408427,344710
408427,264016
408427,447260
408427,340084
408427,449952
408427,7315
408427,25885
408427,31854
470001,347258
470001,391983
470001,357621
470001,252279
470001,384695
470001,79416
470001,356054
470001,455700
470001,341219
470001,281722
77323,426814
77323,191855
77323,183375
77323,241775
77323,257925
77323,474370
77323,283974
77323,65109
77323,151237
77323,172541
624176,96446
624176,196783
624176,365610
624176,78956
624176,164055
624176,322063
624176,351864
624176,18241
624176,370859
624176,48052
472359,124885
472359,16838
472359,288220
472359,231042
472359,130584
472359,59619
472359,328373
472359,322577
472359,230324
472359,417578
75266,446092
75266,325235
75266,490138
75266,130833
75266,229198
75266,282295
75266,395253
75266,384498
75266,87840
75266,52259
633916,197213
633916,39112
633916,37053
633916,196445
633916,354285
633916,260003
633916,159984
633916,207698
633916,425038
633916,46269
556166,154182
556166,241966
556166,191638
556166,377576
556166,428265
556166,391681
556166,30116
556166,170726
556166,230175
556166,231944
551819,168910
551819,204433
551819,408296
551819,152363
551819,38020
551819,60116
551819,316584
551819,462570
551819,100683
551819,359905
754509,147547
754509,470392
754509,449609
754509,392832
754509,422253
754509,68900
754509,174100
754509,40489
754509,347577
754509,457318
679658,457587
679658,339987
679658,66068
679658,471995
679658,240993
679658,51861
679658,350329
679658,150674
679658,85403
679658,101639
625205,236996
625205,294224
625205,427616
625205,98538
625205,88058
625205,89385
625205,207823
625205,206431
625205,90255
625205,412485
574051,270675
574051,63571
574051,242133
574051,408337
574051,65278
574051,297699
574051,18477
574051,305596
574051,151902
574051,429060
586790,89934
586790,145313
586790,385079
586790,474142
586790,269799
586790,242622
586790,136217
586790,44992
586790,410894
586790,394424
1095654,231834
1095654,414942
1095654,5732
1095654,473194
1095654,58978
1095654,489224
1095654,148887
1095654,342540
1095654,175100
1095654,223477
505152,270402
505152,136924
505152,100641
505152,251045
505152,105110
505152,219456
505152,44978
505152,157301
505152,226343
505152,489561
537410,471737
537410,110381
537410,21913
537410,500839
537410,299937
537410,103058
537410,205602
537410,278983
537410,181353
537410,169077
636949,49314
636949,90429
636949,368646
636949,311925
636949,289026
636949,292123
636949,314684
636949,199928
636949,259740
636949,429271
1095650,459729
1095650,88405
1095650,278744
1095650,21351
1095650,419571
1095650,364245
1095650,29197
1095650,249836
1095650,120214
1095650,155991
524447,276530
524447,161925
524447,135229
524447,39122
524447,349865
524447,377907
524447,265135
524447,493605
524447,54302
524447,25612
546956,387870
546956,466587
546956,304857
546956,143729
546956,125517
546956,167484
546956,486609
546956,180243
546956,496447
546956,31363
444350,396829
444350,304278
444350,303810
444350,464405
444350,325792
444350,172830
444350,117998
444350,105453
444350,423565
444350,481746
593135,153948
593135,194354
593135,99393
593135,50212
593135,337363
593135,59382
593135,446189
593135,335760
593135,37097
593135,347282
630318,31783
630318,17570
630318,453197
630318,174946
630318,160569
630318,321843
630318,12284
630318,273190
630318,405495
630318,402031
688644,106490
688644,197448
688644,11943
688644,176108
688644,377632
688644,30145
688644,230503
688644,145709
688644,368675
688644,345525
1095641,313756
1095641,223093
1095641,239361
1095641,44167
1095641,479699
1095641,279286
1095641,188875
1095641,104723
1095641,428791
1095641,189216
581975,489760
581975,59446
581975,439693
581975,287631
581975,23324
581975,364689
581975,405060
581975,209872
581975,216913
581975,331467
681791,487102
681791,428439
681791,170610
681791,488566
681791,99169
681791,141505
681791,410083
681791,248182
681791,269280
681791,346736
682626,396212
682626,108729
682626,166809
682626,318817
682626,98352
682626,157464
682626,185312
682626,225167
682626,213184
682626,113034
1095631,106660
1095631,207195
1095631,49488
1095631,140057
1095631,335166
1095631,488472
1095631,75892
1095631,414113
1095631,139732
1095631,463180
436924,451369
436924,249192
436924,378163
436924,137526
436924,321806
436924,171018
436924,183175
436924,212107
436924,383004
436924,172873
683045,236077
683045,477486
683045,471642
683045,350573
683045,465053
683045,391456
683045,323741
683045,427498
683045,302952
683045,81730
639412,170306
639412,224223
639412,133515
639412,500817
639412,217102
639412,53513
639412,169000
639412,93955
639412,118120
639412,122760
164282,21614
164282,187142
164282,355011
164282,105708
164282,93430
164282,495271
164282,209025
164282,144714
164282,170356
164282,259276
149801,363243
149801,79053
149801,81445
149801,56208
149801,408594
149801,409441
149801,293399
149801,255992
149801,447892
149801,166198
70720,501640
70720,337662
70720,272357
70720,473467
70720,306644
70720,117762
70720,490547
70720,280633
70720,149342
70720,447906
510158,83172
510158,143452
510158,426486
510158,338648
510158,493893
510158,471081
510158,322656
510158,1608
510158,238551
510158,63932
108507,186954
108507,42446
108507,195259
108507,485781
108507,355855
108507,171551
108507,417450
108507,168887
108507,408258
108507,109493
744109,408325
744109,474381
744109,345997
744109,130377
744109,78684
744109,251197
744109,350352
744109,145535
744109,291020
744109,380524
754166,338842
754166,425368
754166,73689
754166,376908
754166,230106
754166,26154
754166,318486
754166,247944
754166,396037
754166,306791
389385,304307
389385,40952
389385,499801
389385,197662
389385,391868
389385,89581
389385,422920
389385,88849
389385,202616
389385,197146
458771,199625
458771,8598
458771,269086
458771,193517
458771,443875
458771,11488
458771,395846
458771,405943
458771,57747
458771,218435
192579,378080
192579,8574
192579,152596
192579,396699
192579,341102
192579,472387
192579,353260
192579,477366
192579,103059
192579,267361
583916,29898
583916,231186
583916,284821
583916,229467
583916,407553
583916,60614
583916,100357
583916,256950
583916,280344
583916,334175
665009,107935
665009,324316
665009,136269
665009,105655
665009,42859
665009,497830
665009,496904
665009,170483
665009,416817
665009,220011
440802,400225
440802,489241
440802,447757
440802,354303
440802,316290
440802,480254
440802,128583
440802,479019
440802,310824
440802,46315
422955,388131
422955,174574
422955,128874
422955,286948
422955,368741
422955,209423
422955,131474
422955,53874
422955,254421
422955,99832
608197,4797
608197,149119
608197,61892
608197,71749
608197,160221
608197,268254
608197,239813
608197,238034
608197,460301
608197,72233
461078,363492
461078,143572
461078,173065
461078,223334
461078,298844
461078,116804
461078,490773
461078,408154
461078,476013
461078,414034
393462,138550
393462,298695
393462,20388
393462,201518
393462,2532
393462,1947
393462,343960
393462,3943
393462,73042
393462,478676
47716,225243
47716,433337
47716,155739
47716,280088
47716,80689
47716,245016
47716,431800
47716,76077
47716,320841
47716,498879
506579,156182
506579,349549
506579,155285
506579,221738
506579,232033
506579,441808
506579,21046
506579,243221
506579,34230
506579,500658
576312,152177
576312,349852
576312,452000
576312,444816
576312,13412
576312,290963
576312,256269
576312,145914
576312,129951
576312,184500
431481,329817
431481,315453
431481,399225
431481,275917
431481,399604
431481,423859
431481,110792
431481,58930
431481,349178
431481,216732
748771,201399
748771,214002
748771,226511
748771,337669
748771,382006
748771,71593
748771,281829
748771,413156
748771,88312
748771,98941
711710,399125
711710,301958
711710,122279
711710,249161
711710,414487
711710,351227
711710,261314
711710,12750
711710,24146
711710,437118
1095571,132719
1095571,337558
1095571,398025
1095571,427456
1095571,140668
1095571,11393
1095571,70698
1095571,413104
1095571,315284
1095571,235559
1095566,186199
1095566,208988
1095566,224141
1095566,227950
1095566,309179
1095566,436166
1095566,195361
1095566,422412
1095566,320430
1095566,64579
449244,443804
449244,376421
449244,98746
449244,234206
449244,68124
449244,460577
449244,69618
449244,86908
449244,10347
449244,122011
426504,141506
426504,380466
426504,374204
426504,205577
426504,476438
426504,342924
426504,359663
426504,29609
426504,286817
426504,276118
420980,183961
420980,478257
420980,235949
420980,273895
420980,21570
420980,153903
420980,234022
420980,379830
420980,33313
420980,198727
641293,470990
641293,494266
641293,435470
641293,433576
641293,416921
641293,429389
641293,36606
641293,127282
641293,227513
641293,161471
1095560,115511
1095560,330345
1095560,132169
1095560,44936
1095560,217489
1095560,151956
1095560,241567
1095560,49384
1095560,7938
1095560,286475
94953,416173
94953,172104
94953,453399
94953,190519
94953,425706
94953,31838
94953,298750
94953,214815
94953,128764
94953,235642
1095558,36921
1095558,81199
1095558,238567
1095558,94875
1095558,103386
1095558,421923
1095558,424759
1095558,374205
1095558,168181
1095558,110398
436100,124724
436100,208637
436100,271166
436100,311941
436100,332121
436100,496337
436100,471809
436100,65966
436100,25153
436100,248696
727707,113219
727707,225264
727707,494628
727707,218129
727707,149677
727707,252909
727707,111600
727707,228131
727707,475670
727707,380882
1095555,227568
1095555,137718
1095555,128779
1095555,360134
1095555,193349
1095555,430107
1095555,359177
1095555,156645
1095555,426780
1095555,205465
148424,167029
148424,23514
148424,7254
148424,39475
148424,445777
148424,461577
148424,388025
148424,425442
148424,94132
148424,197640
321239,230386
321239,141868
321239,112865
321239,253921
321239,115976
321239,5658
321239,22607
321239,463536
321239,343200
321239,400360
664138,483023
664138,471911
664138,126472
664138,282338
664138,42610
664138,61700
664138,417228
664138,391962
664138,335700
664138,156483
647876,323354
647876,384362
647876,285100
647876,74363
647876,297651
647876,284933
647876,59657
647876,264784
647876,51242
647876,307298
280223,250168
280223,461051
280223,252355
280223,239524
280223,335750
280223,33317
280223,481279
280223,28394
280223,82211
280223,410331
1095542,140347
1095542,90105
1095542,292523
1095542,69441
1095542,181854
1095542,219973
1095542,365309
1095542,366711
1095542,96213
1095542,169328
658372,173553
658372,212787
658372,85086
658372,32323
658372,256367
658372,489286
658372,202569
658372,470922
658372,83026
658372,79049
1095537,308227
1095537,174845
1095537,352207
1095537,163387
1095537,219331
1095537,371629
1095537,30948
1095537,267828
1095537,90298
1095537,449314
717751,81813
717751,173359
717751,310132
717751,154187
717751,89371
717751,478210
717751,404584
717751,212876
717751,229792
717751,107603
4947,83530
4947,185514
4947,331225
4947,98214
4947,169346
4947,387953
4947,219043
4947,183621
4947,172844
4947,441656
399527,141742
399527,23167
399527,69424
399527,113058
399527,67326
399527,302464
399527,6173
399527,195992
399527,40909
399527,251064
605467,79216
605467,47679
605467,379510
605467,209120
605467,131645
605467,262840
605467,394005
605467,454565
605467,313341
605467,91146
555590,17712
555590,95364
555590,107191
555590,190048
555590,403574
555590,428824
555590,212546
555590,275762
555590,379271
555590,483836
581801,403951
581801,167007
581801,30552
581801,133834
581801,477096
581801,121461
581801,179791
581801,104531
581801,263067
581801,166718
237936,144653
237936,288011
237936,449795
237936,175635
237936,225381
237936,178406
237936,46513
237936,203173
237936,15779
237936,90780
1095495,259706
1095495,136279
1095495,66726
1095495,399500
1095495,430817
1095495,275632
1095495,224531
1095495,47113
1095495,78616
1095495,242869
535142,94050
535142,294257
535142,111154
535142,288493
535142,121423
535142,250626
535142,413438
535142,217119
535142,101827
535142,309633
448123,164079
448123,442408
448123,9408
448123,228836
448123,142568
448123,469526
448123,23138
448123,492141
448123,260081
448123,155690
634113,403103
634113,494409
634113,25636
634113,396685
634113,151321
634113,99920
634113,74270
634113,131483
634113,451407
634113,239080
593275,323713
593275,431339
593275,237169
593275,439069
593275,469108
593275,69013
593275,44117
593275,305831
593275,15293
593275,445551
119761,452080
119761,405631
119761,156935
119761,815
119761,412827
119761,346546
119761,393367
119761,481110
119761,406956
119761,452788
177221,167026
177221,409080
177221,366484
177221,199234
177221,359308
177221,72851
177221,251748
177221,409100
177221,108019
177221,207539
547820,314246
547820,109796
547820,460542
547820,307083
547820,305218
547820,223610
547820,88092
547820,453390
547820,145656
547820,264877
420867,204209
420867,315089
420867,383141
420867,367003
420867,450399
420867,483304
420867,392531
420867,395480
420867,434712
420867,414444
1095478,142757
1095478,156561
1095478,388093
1095478,460812
1095478,410728
1095478,363220
1095478,198772
1095478,47433
1095478,147280
1095478,301145
404202,359549
404202,296677
404202,288744
404202,437760
404202,460402
404202,458599
404202,340393
404202,90951
404202,54932
404202,314930
415962,325812
415962,89364
415962,414726
415962,106419
415962,198203
415962,80749
415962,243095
415962,478837
415962,162543
415962,398864
1095469,261835
1095469,18956
1095469,373840
1095469,51802
1095469,390900
1095469,62229
1095469,276962
1095469,422821
1095469,311433
1095469,194617
384845,284926
384845,296805
384845,139737
384845,10397
384845,333438
384845,335475
384845,409206
384845,479188
384845,482119
384845,405890
458774,153494
458774,485038
458774,433935
458774,499732
458774,386873
458774,434690
458774,274166
458774,396717
458774,416849
458774,147576
663131,466898
663131,222842
663131,263994
663131,271605
663131,93655
663131,462175
663131,269710
663131,209949
663131,185280
663131,341152
459707,455005
459707,30898
459707,362862
459707,4632
459707,101298
459707,310041
459707,113201
459707,422209
459707,132860
459707,424674
569689,33398
569689,434694
569689,471984
569689,95163
569689,195352
569689,415265
569689,356913
569689,126835
569689,143971
569689,154307
412532,330877
412532,323320
412532,341389
412532,280403
412532,357956
412532,431915
412532,479335
412532,48702
412532,398474
412532,426744
437752,125719
437752,2348
437752,485259
437752,50040
437752,375008
437752,336407
437752,388817
437752,316340
437752,218178
437752,92213
744092,271405
744092,243450
744092,347089
744092,461203
744092,146087
744092,52673
744092,333625
744092,416084
744092,13263
744092,323383
660479,263910
660479,491688
660479,313304
660479,284674
660479,388909
660479,449557
660479,354877
660479,155048
660479,383930
660479,185976
8714,460817
8714,329396
8714,298189
8714,174549
8714,280063
8714,293883
8714,296609
8714,333421
8714,346771
8714,205757
663890,421044
663890,168024
663890,436562
663890,494593
663890,90623
663890,130625
663890,402903
663890,82240
663890,154404
663890,357258
736713,9601
736713,495727
736713,215111
736713,359531
736713,146105
736713,387277
736713,376762
736713,49117
736713,123790
736713,147669
153037,348812
153037,441387
153037,263126
153037,450932
153037,368778
153037,332880
153037,360893
153037,191153
153037,274101
153037,426673
414799,370336
414799,81452
414799,366711
414799,491911
414799,458804
414799,75965
414799,206640
414799,488822
414799,235232
414799,379072
1095437,160049
1095437,290970
1095437,392626
1095437,450872
1095437,435902
1095437,485986
1095437,338872
1095437,152751
1095437,430347
1095437,434327
451070,334659
451070,233051
451070,272785
451070,365100
451070,478638
451070,464651
451070,91002
451070,135323
451070,113349
451070,468260
760367,340484
760367,25015
760367,486347
760367,397929
760367,492437
760367,128339
760367,428167
760367,262761
760367,352317
760367,130356
556307,10131
556307,257527
556307,246857
556307,457806
556307,381938
556307,114128
556307,94620
556307,166582
556307,118348
556307,43798
275997,331094
275997,292312
275997,216408
275997,50408
275997,397798
275997,231881
275997,461420
275997,3950
275997,287310
275997,59513
453175,351378
453175,87850
453175,1776
453175,378065
453175,392237
453175,120344
453175,411923
453175,276357
453175,93248
453175,396869
22670,43902
22670,73739
22670,214533
22670,181025
22670,105554
22670,432322
22670,260861
22670,169402
22670,19910
22670,57156
415815,418464
415815,482939
415815,456738
415815,193076
415815,178495
415815,359355
415815,231871
415815,390664
415815,390844
415815,472178
632106,344900
632106,479926
632106,473076
632106,62343
632106,142164
632106,312401
632106,70008
632106,389455
632106,429861
632106,21347
138793,310436
138793,257092
138793,293837
138793,336921
138793,239083
138793,7587
138793,313419
138793,372399
138793,50613
138793,415434
443027,421003
443027,12803
443027,125451
443027,297744
443027,456517
443027,350676
443027,70004
443027,128464
443027,291399
443027,60213
660803,173777
660803,78637
660803,354238
660803,434479
660803,398678
660803,224667
660803,25655
660803,53629
660803,132974
660803,89789
124787,423702
124787,312681
124787,98030
124787,140317
124787,490720
124787,140499
124787,153545
124787,229497
124787,237323
124787,268139
407662,233766
407662,442397
407662,3200
407662,205935
407662,13954
407662,58993
407662,241833
407662,125668
407662,489396
407662,475788
536995,267291
536995,178354
536995,56265
536995,2362
536995,36459
536995,317235
536995,269053
536995,191395
536995,86315
536995,331613
670476,48255
670476,488252
670476,219873
670476,373057
670476,99155
670476,351836
670476,422706
670476,14976
670476,129421
670476,200289
32176,267383
32176,248221
32176,403586
32176,20668
32176,243689
32176,161781
32176,495488
32176,190865
32176,435399
32176,153191
755907,19556
755907,181256
755907,384700
755907,143029
755907,218110
755907,168900
755907,40503
755907,137303
755907,124752
755907,306034
474234,318572
474234,438067
474234,312904
474234,200320
474234,247111
474234,79126
474234,264656
474234,167578
474234,93924
474234,55450
706342,119592
706342,5672
706342,331983
706342,14527
706342,106242
706342,289993
706342,414572
706342,491948
706342,249741
706342,199693
438058,73544
438058,153260
438058,259593
438058,127013
438058,233675
438058,329594
438058,457331
438058,120084
438058,414894
438058,305728
511330,458137
511330,20742
511330,126217
511330,477846
511330,472779
511330,301391
511330,194499
511330,46987
511330,66628
511330,124101
583369,429485
583369,39527
583369,227872
583369,338569
583369,159309
583369,470105
583369,332437
583369,231959
583369,175919
583369,235396
508104,98261
508104,197444
508104,371998
508104,222110
508104,268346
508104,498272
508104,473808
508104,405219
508104,159617
508104,179578
682190,204222
682190,68904
682190,25031
682190,157551
682190,218331
682190,410692
682190,106676
682190,117592
682190,199493
682190,261823
638928,299064
638928,357973
638928,170330
638928,452755
638928,474300
638928,342312
638928,213254
638928,192420
638928,312926
638928,26649
199776,244764
199776,192960
199776,187608
199776,292691
199776,387318
199776,455699
199776,419266
199776,7140
199776,164740
199776,408670
403793,202943
403793,37730
403793,167016
403793,3866
403793,253739
403793,348871
403793,104968
403793,288127
403793,221850
403793,481976
663388,161398
663388,15127
663388,465871
663388,35694
663388,361585
663388,417980
663388,272123
663388,14583
663388,430444
663388,173089
423878,409894
423878,26108
423878,133796
423878,350920
423878,87796
423878,6883
423878,470792
423878,159092
423878,284045
423878,173899
413404,211820
413404,37289
413404,418567
413404,397787
413404,361891
413404,216440
413404,490524
413404,328932
413404,237304
413404,402156
662282,75165
662282,176664
662282,107293
662282,246630
662282,7113
662282,23801
662282,333768
662282,286993
662282,363733
662282,203484
652961,141767
652961,194056
652961,186327
652961,327127
652961,332050
652961,50612
652961,14463
652961,375318
652961,485395
652961,496464
451484,65305
451484,480841
451484,119091
451484,173535
451484,420135
451484,202933
451484,73322
451484,498902
451484,87544
451484,360711
414155,273296
414155,10483
414155,430594
414155,309840
414155,217789
414155,368897
414155,244416
414155,114396
414155,357821
414155,489671
275528,323618
275528,272313
275528,236404
275528,442809
275528,319578
275528,284207
275528,395198
275528,69365
275528,318965
275528,289451
734198,283019
734198,324525
734198,498428
734198,197421
734198,200425
734198,406783
734198,403677
734198,178464
734198,133829
734198,493137
263670,469112
263670,478140
263670,54957
263670,427385
263670,231158
263670,66620
263670,79033
263670,60266
263670,150786
263670,453923
635079,97924
635079,396985
635079,497770
635079,391339
635079,123024
635079,495430
635079,18034
635079,150333
635079,384110
635079,221728
604153,467384
604153,68460
604153,258111
604153,89019
604153,305663
604153,35725
604153,137887
604153,150552
604153,208921
604153,269683
667136,35242
667136,408600
667136,186140
667136,499553
667136,52034
667136,173815
667136,356376
667136,419940
667136,387411
667136,16523
1095377,68628
1095377,391854
1095377,159353
1095377,330024
1095377,357017
1095377,119928
1095377,286386
1095377,250241
1095377,312894
1095377,336819
743868,353649
743868,383600
743868,414671
743868,402551
743868,94237
743868,416171
743868,414792
743868,309985
743868,461521
743868,501219
567759,59338
567759,457025
567759,281739
567759,139506
567759,456185
567759,460213
567759,332716
567759,499438
567759,110125
567759,247173
1095371,488044
1095371,203351
1095371,413819
1095371,60240
1095371,315739
1095371,177372
1095371,175370
1095371,421175
1095371,58335
1095371,397537
470385,179082
470385,447758
470385,251546
470385,153275
470385,76522
470385,302268
470385,343157
470385,143705
470385,404650
470385,59298
728060,489807
728060,88315
728060,98314
728060,135745
728060,329013
728060,350861
728060,90730
728060,424941
728060,56200
728060,7331
577511,250746
577511,295373
577511,137125
577511,78115
577511,187294
577511,292738
577511,404315
577511,156723
577511,336354
577511,127851
476977,253290
476977,484918
476977,370144
476977,80265
476977,219325
476977,440507
476977,323226
476977,121514
476977,100968
476977,386806
568585,268131
568585,65795
568585,441401
568585,69316
568585,56071
568585,153988
568585,465985
568585,403431
568585,423773
568585,67613
1095360,264331
1095360,388262
1095360,249192
1095360,171018
1095360,212107
1095360,368792
1095360,411729
1095360,1082
1095360,44060
1095360,249660
1095357,20770
1095357,352738
1095357,76668
1095357,439951
1095357,15953
1095357,183819
1095357,441745
1095357,80688
1095357,177375
1095357,59590
1095354,221294
1095354,155427
1095354,20222
1095354,490792
1095354,410986
1095354,445839
1095354,429105
1095354,25450
1095354,207084
1095354,422097
625458,99477
625458,153572
625458,312740
625458,318063
625458,452313
625458,179905
625458,36597
625458,331218
625458,154771
625458,100784
138127,302670
138127,298668
138127,263694
138127,282889
138127,75201
138127,331381
138127,347502
138127,5947
138127,204695
138127,474915
507434,66716
507434,355591
507434,272563
507434,478076
507434,239046
507434,135972
507434,133808
507434,119600
507434,202636
507434,398144
637459,469936
637459,337079
637459,442420
637459,232832
637459,30035
637459,82640
637459,205007
637459,153066
637459,446068
637459,137436
607599,230186
607599,248794
607599,236611
607599,338716
607599,231728
607599,229465
607599,500625
607599,279317
607599,21424
607599,469837
758519,89865
758519,267326
758519,191351
758519,496003
758519,190585
758519,306571
758519,430919
758519,36453
758519,361066
758519,102428
698719,34566
698719,149699
698719,245632
698719,332157
698719,225656
698719,359298
698719,421320
698719,240360
698719,442504
698719,146023
635626,14819
635626,172116
635626,253207
635626,401877
635626,412829
635626,241509
635626,199705
635626,31698
635626,496104
635626,427560
450854,346665
450854,218141
450854,407585
450854,199648
450854,219323
450854,2863
450854,468866
450854,185040
450854,482515
450854,229436
1095335,333599
1095335,352738
1095335,441745
1095335,20770
1095335,76668
1095335,177375
1095335,316210
1095335,439951
1095335,59590
1095335,394416
704223,188577
704223,198218
704223,40175
704223,13555
704223,60924
704223,201670
704223,452271
704223,489640
704223,435412
704223,174743
1095332,11637
1095332,285265
1095332,70739
1095332,421047
1095332,56854
1095332,157692
1095332,39482
1095332,151229
1095332,162044
